4,1,8,13,1,1,1,1,1,1,1,5,1,1
6,2,9,13,2,2,2,1,1,1,1,2,1,1
4,3,22,9,3,3,1,1,1,1,1,5,1,1
6,3,24,7,2,3,2,2,1,1,1,5,1,1
3,3,34,13,2,4,3,2,2,1,1,5,2,1
4,3,29,14,2,2,3,1,2,1,1,5,1,1
5,3,17,5,4,5,1,2,2,1,1,2,3,1
6,2,21,9,2,2,2,1,1,1,1,5,1,2
4,3,5,14,1,4,1,1,2,3,1,6,1,2
5,3,16,13,2,2,2,1,1,2,1,5,1,2
4,3,29,10,2,2,2,2,1,1,1,9,1,2
4,1,15,13,2,4,2,3,1,1,1,5,4,2
3,3,13,13,1,1,4,1,2,1,1,4,1,1
4,3,21,12,1,6,1,2,1,1,1,6,1,1
5,3,13,11,2,7,2,3,1,1,1,5,5,2
4,3,25,4,2,8,2,4,1,1,1,5,6,1
3,2,18,9,1,9,4,1,1,1,1,4,1,1
4,3,19,9,1,10,5,1,1,1,1,5,1,1
4,3,3,7,2,6,2,1,1,1,1,6,1,1
5,2,30,14,3,2,5,1,2,1,1,5,1,2
5,3,20,16,2,4,2,1,1,1,1,7,1,2
6,3,31,9,5,5,5,2,2,1,1,3,1,1
4,4,8,5,2,9,2,2,1,1,1,5,1,1
5,3,12,7,2,8,2,1,1,1,5,5,1,1
6,3,11,9,3,11,5,1,2,1,1,5,1,1
6,5,22,13,2,11,2,1,1,1,1,5,1,2
2,3,17,9,1,7,4,1,1,1,1,5,1,1
6,6,19,10,2,12,2,3,1,1,1,7,7,2
4,3,37,9,3,2,1,1,1,1,1,9,1,1
5,3,20,9,2,7,2,1,1,1,1,5,1,1
3,5,20,12,1,13,1,1,1,1,1,6,1,1
3,3,27,10,1,6,4,2,1,1,1,5,1,1
5,3,39,13,3,2,4,1,1,1,3,5,1,1
4,4,6,10,2,1,4,1,1,1,1,5,1,1
3,1,32,10,2,5,2,2,1,1,1,2,1,1
5,3,25,7,1,10,5,1,1,1,1,5,8,1
3,3,20,10,1,10,4,1,1,1,1,5,1,1
2,3,55,9,6,1,3,1,2,1,1,3,1,1
4,3,9,10,2,6,2,1,1,1,1,4,5,2
5,2,27,12,2,4,2,1,1,1,1,5,1,1
4,3,51,5,2,10,2,1,1,1,1,5,1,1
6,2,9,13,2,4,2,1,1,1,1,5,1,1
3,3,18,13,2,11,2,1,1,1,1,6,1,1
5,3,10,9,5,1,5,1,2,1,1,5,1,1
3,3,29,9,1,3,1,1,1,1,1,4,1,1
6,4,34,13,2,4,2,2,1,1,1,5,1,2
6,3,15,9,2,10,2,1,1,1,1,4,1,1
5,3,13,14,3,2,5,1,2,1,1,5,1,1
5,1,11,11,2,7,2,1,1,1,1,5,1,1
3,3,28,11,1,4,1,1,1,1,1,5,1,1
3,3,4,10,2,2,3,5,2,1,1,5,1,1
2,3,23,9,1,5,4,1,2,1,1,4,5,1
5,3,6,15,2,4,3,1,2,1,4,7,9,2
6,4,26,13,3,2,1,1,1,1,1,6,1,2
5,7,11,9,3,2,1,1,1,1,1,7,1,1
5,3,24,10,2,11,2,1,1,1,1,5,1,2
5,3,22,3,2,10,2,1,1,1,1,5,6,1
4,3,6,11,2,5,2,1,1,1,1,5,8,1
5,3,15,9,2,1,2,1,1,1,1,5,1,1
4,3,19,9,2,10,2,1,1,2,1,5,1,1
4,3,6,13,2,6,2,1,1,1,1,5,1,1
4,6,30,4,4,12,1,1,1,1,1,5,5,1
5,3,15,9,2,8,2,1,1,1,1,5,1,1
5,3,12,16,2,4,2,1,1,1,1,5,1,2
3,3,11,10,3,11,1,1,1,1,1,6,1,1
4,3,16,9,2,7,2,1,1,1,1,5,1,1
3,3,19,10,3,1,1,1,2,1,1,5,1,1
6,3,17,9,2,1,3,1,2,1,1,5,1,2
5,7,20,10,2,2,2,1,1,1,1,6,1,2
3,6,21,10,1,12,4,1,1,1,1,5,1,1
2,3,11,10,1,4,4,1,1,1,1,4,1,1
4,3,31,13,5,6,4,2,2,1,1,5,1,1
3,2,17,13,2,6,2,1,1,1,1,8,1,2
3,3,22,10,1,10,1,1,1,1,1,5,1,1
8,3,13,10,2,4,6,1,1,1,1,3,1,1
3,3,22,9,1,5,4,1,1,1,1,5,6,1
5,3,4,12,2,1,2,1,1,1,1,5,1,1
7,6,22,6,2,12,2,1,1,1,1,1,1,1
2,3,31,7,1,5,4,1,2,1,1,3,1,1
4,5,13,4,2,9,2,1,1,1,1,5,1,1
2,3,45,9,1,6,1,1,1,1,1,4,1,1
6,3,28,13,2,5,2,1,1,1,1,5,2,1
5,3,6,9,2,5,3,1,2,1,1,5,1,1
6,3,16,9,2,6,2,1,1,1,1,5,1,1
5,3,35,9,3,7,1,1,2,3,1,5,1,2
6,3,35,9,3,6,4,1,2,1,1,4,1,1
5,5,27,9,2,13,2,1,1,1,1,5,1,2
4,3,21,14,2,4,2,1,1,1,1,6,1,1
4,3,6,5,1,6,1,1,1,1,1,5,1,1
5,4,42,16,1,4,1,1,2,1,1,6,1,2
6,3,25,11,2,4,2,1,1,1,1,5,1,1
4,3,29,10,3,7,5,1,2,1,1,5,1,1
3,3,22,10,3,10,5,2,2,1,1,3,1,1
4,3,12,9,2,6,3,3,2,1,4,4,5,1
4,5,23,13,2,13,2,1,1,1,1,5,1,2
3,5,12,10,1,3,1,1,1,1,1,6,1,1
5,2,20,16,2,4,2,1,1,1,4,7,1,2
4,3,21,10,2,6,2,1,1,1,1,5,1,2
5,3,18,12,3,2,5,1,2,1,1,5,10,1
4,4,25,9,1,5,4,2,1,1,1,5,1,1
